stress_level,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,0,6,0.666667,0.666667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.333333,0.5,0.166667,0.333333,0.666667,0.166667,0.0,0.0,0.0,0.786667
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,1,6,0.833333,0.833333,0.333333,0.0,0.0,0.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0.833333,0.166667,0.166667,0.166667,0.0,0.998333
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,2,6,1.0,0.5,0.0,0.0,0.0,0.833333,0.0,0.0,0.333333,0.333333,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,3,6,1.0,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.0,0.166667,0.0,0.166667,0.833333,0.5,0.0,0.166667,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,4,6,0.666667,0.833333,0.0,0.0,0.0,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.798333
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,5,6,1.0,0.833333,0.333333,0.0,0.0,0.666667,0.0,0.0,0.166667,0.333333,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,6,6,1.0,0.666667,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.333333,0.333333,0.333333,0.333333,0.833333,0.0,0.0,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,7,6,0.666667,0.833333,0.166667,0.0,0.166667,0.833333,0.0,0.0,0.0,0.333333,0.5,0.0,0.833333,0.0,0.0,0.0,0.0,0.855833
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,8,6,0.666667,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.333333,0.166667,0.333333,0.833333,0.166667,0.0,0.166667,0.0,0.78
0.78,oracle_exception_selector,tool_use_sequence,occluded_precondition,9,6,0.5,0.833333,0.0,0.0,0.0,0.833333,0.0,0.0,0.5,0.333333,0.166667,0.5,0.666667,0.0,0.0,0.0,0.0,0.625833
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,0,6,0.666667,0.666667,0.166667,0.0,0.0,0.666667,0.0,0.166667,0.166667,0.5,0.166667,0.666667,0.666667,0.166667,0.0,0.0,0.0,0.77
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,1,6,1.0,0.666667,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.833333,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,2,6,0.833333,0.666667,0.166667,0.166667,0.0,0.5,0.5,0.0,0.0,0.166667,0.166667,0.333333,0.5,0.0,0.0,0.0,0.0,0.871667
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,3,6,0.666667,0.666667,0.166667,0.0,0.0,0.666667,0.166667,0.166667,0.333333,0.5,0.166667,0.0,0.666667,0.0,0.0,0.0,0.0,0.795833
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,4,6,1.0,1.0,0.5,0.0,0.0,0.666667,0.0,0.0,0.333333,0.5,0.333333,0.333333,0.666667,0.333333,0.166667,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,5,6,1.0,0.666667,0.0,0.166667,0.0,0.833333,0.166667,0.0,0.333333,0.166667,0.166667,0.5,0.666667,0.0,0.0,0.333333,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,6,6,0.833333,0.5,0.166667,0.166667,0.0,0.833333,0.0,0.0,0.166667,0.666667,0.0,0.166667,0.833333,0.0,0.0,0.0,0.0,0.958333
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,7,6,1.0,0.5,0.166667,0.0,0.0,0.833333,0.0,0.0,0.166667,0.333333,0.333333,0.166667,0.833333,0.0,0.166667,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,8,6,0.333333,1.0,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.333333,0.5,0.0,0.5,0.833333,0.166667,0.166667,0.0,0.0,0.435
0.78,oracle_exception_selector,tool_use_sequence,embodiment_mismatch,9,6,0.666667,0.666667,0.0,0.0,0.0,0.666667,0.0,0.0,0.333333,0.0,0.166667,0.666667,0.666667,0.0,0.0,0.0,0.0,0.76
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,0,6,0.666667,1.0,0.0,0.0,0.0,0.833333,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.0,0.825
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,1,6,0.833333,1.0,0.166667,0.0,0.0,0.666667,0.0,0.0,0.333333,0.5,0.0,0.5,0.833333,0.166667,0.0,0.0,0.0,0.9875
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,2,6,0.333333,1.0,0.333333,0.0,0.0,1.0,0.166667,0.0,0.0,0.333333,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.488333
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,3,6,0.333333,0.666667,0.166667,0.0,0.0,0.833333,0.166667,0.0,0.5,0.5,0.0,0.333333,0.833333,0.166667,0.0,0.0,0.0,0.45
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,4,6,0.833333,0.333333,0.333333,0.0,0.0,0.5,0.166667,0.0,0.0,0.333333,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.0,0.858333
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,5,6,0.833333,0.333333,0.0,0.0,0.0,0.666667,0.166667,0.0,0.0,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.0,0.909167
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,6,6,0.666667,0.833333,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.5,0.0,0.166667,0.833333,0.0,0.0,0.0,0.0,0.85
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,7,6,0.666667,0.333333,0.5,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.333333,0.333333,0.333333,0.833333,0.166667,0.0,0.333333,0.0,0.756667
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,8,6,0.833333,0.5,0.166667,0.0,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.833333,0.333333,0.333333,0.0,0.0,0.995
0.78,oracle_exception_selector,tool_use_sequence,long_horizon_compounding,9,6,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.166667,0.166667,0.833333,0.166667,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,0,6,0.666667,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.333333,0.333333,0.5,0.666667,0.166667,0.0,0.333333,0.0,0.754167
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,1,6,1.0,0.833333,0.0,0.0,0.0,0.833333,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.833333,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,2,6,0.833333,0.5,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.166667,0.833333,0.5,0.5,0.666667,0.0,0.0,0.166667,0.0,0.926667
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,3,6,0.666667,0.666667,0.166667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.833333,0.166667,0.0,0.0,0.0,0.775833
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,4,6,1.0,0.666667,0.166667,0.0,0.0,0.833333,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,5,6,1.0,0.666667,0.5,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,6,6,1.0,0.833333,0.166667,0.166667,0.0,0.666667,0.166667,0.0,0.166667,0.0,0.333333,0.333333,0.666667,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,7,6,0.333333,0.166667,0.0,0.0,0.0,1.0,0.0,0.0,0.166667,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.0,0.434167
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,8,6,0.833333,0.666667,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.948333
0.78,oracle_exception_selector,tool_use_sequence,spurious_visual_shortcut,9,6,0.5,0.5,0.0,0.0,0.0,0.5,0.166667,0.0,0.333333,0.666667,0.166667,0.5,0.666667,0.0,0.0,0.0,0.0,0.56
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,0,6,0.666667,1.0,0.0,0.0,0.0,1.0,0.333333,0.0,0.0,0.166667,0.5,0.0,0.833333,0.166667,0.0,0.0,0.0,0.869167
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,1,6,0.833333,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.0,0.0,0.0,0.891667
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,2,6,0.5,0.666667,0.166667,0.0,0.0,0.833333,0.166667,0.0,0.333333,0.166667,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.59
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,3,6,0.666667,0.666667,0.0,0.0,0.0,0.5,0.166667,0.0,0.0,0.833333,0.166667,0.166667,0.666667,0.166667,0.0,0.166667,0.0,0.790833
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,4,6,0.5,0.5,0.5,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.166667,0.0,0.0,0.0,0.635833
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,5,6,0.833333,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.666667,0.333333,0.666667,0.666667,0.0,0.0,0.0,0.0,0.888333
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,6,6,0.666667,0.333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.166667,0.5,0.833333,0.166667,0.0,0.333333,0.0,0.794167
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,7,6,0.333333,0.833333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.424167
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,8,6,0.666667,0.833333,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.166667,0.5,0.333333,0.333333,0.666667,0.0,0.166667,0.0,0.0,0.748333
0.78,oracle_exception_selector,tool_use_sequence,recovery_scarce_failure,9,6,0.666667,0.666667,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.333333,0.333333,1.0,0.0,0.0,0.0,0.0,0.81
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,0,6,0.5,0.833333,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.5,0.166667,0.166667,0.166667,0.666667,0.0,0.0,0.166667,0.0,0.5825
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,1,6,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.166667,0.166667,0.5,0.5,0.833333,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,2,6,0.5,0.666667,0.166667,0.0,0.0,0.5,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.833333,0.166667,0.0,0.0,0.0,0.63
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,3,6,0.666667,0.833333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.666667,0.333333,0.333333,0.833333,0.0,0.0,0.166667,0.0,0.785833
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,4,6,0.666667,0.5,0.166667,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.166667,0.0,0.333333,0.0,0.0,0.166667,0.0,0.779167
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,5,6,0.666667,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.5,0.166667,0.333333,0.666667,0.166667,0.0,0.166667,0.0,0.763333
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,6,6,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.5,0.166667,0.0,0.333333,0.0,0.0,0.0,0.0,0.6025
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,7,6,0.5,0.666667,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.0,0.0,0.639167
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,8,6,0.5,0.333333,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.5,0.166667,0.0,0.333333,0.666667,0.0,0.0,0.0,0.0,0.5575
0.78,oracle_exception_selector,tool_use_sequence,distribution_mixture_aliasing,9,6,0.666667,0.666667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.666667,0.0,0.0,0.166667,0.0,0.8
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,0,6,1.0,0.833333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.5,0.166667,0.333333,0.833333,0.166667,0.166667,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,1,6,1.0,1.0,0.166667,0.0,0.0,1.0,0.0,0.0,0.333333,0.0,0.333333,0.333333,1.0,0.0,0.0,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,2,6,0.5,0.5,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.5,0.333333,0.166667,0.666667,0.0,0.0,0.0,0.0,0.635833
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,3,6,0.5,1.0,0.166667,0.0,0.0,0.666667,0.0,0.0,0.166667,0.166667,0.166667,0.666667,0.666667,0.0,0.0,0.333333,0.0,0.638333
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,4,6,0.5,0.833333,0.333333,0.0,0.0,0.666667,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.601667
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,5,6,0.833333,0.666667,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.5,0.333333,0.666667,0.666667,0.0,0.166667,0.0,0.0,0.936667
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,6,6,1.0,0.833333,0.0,0.0,0.0,0.833333,0.0,0.0,0.166667,0.5,0.0,0.166667,0.833333,0.0,0.0,0.166667,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,7,6,0.5,0.5,0.0,0.0,0.0,0.833333,0.0,0.0,0.333333,1.0,0.333333,0.0,0.5,0.166667,0.0,0.0,0.0,0.628333
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,8,6,1.0,0.5,0.0,0.0,0.0,0.666667,0.166667,0.166667,0.0,0.5,0.333333,0.333333,0.666667,0.166667,0.166667,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,actuator_latency_shift,9,6,0.666667,0.5,0.166667,0.0,0.0,0.833333,0.0,0.0,0.5,0.5,0.333333,0.333333,0.5,0.0,0.0,0.166667,0.0,0.758333
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,0,6,0.666667,0.5,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.333333,0.166667,0.833333,0.333333,0.666667,0.0,0.0,0.0,0.0,0.751667
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,1,6,0.666667,0.666667,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.333333,0.5,0.333333,0.0,0.833333,0.166667,0.166667,0.166667,0.0,0.773333
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,2,6,1.0,0.666667,0.0,0.166667,0.0,0.666667,0.0,0.0,0.166667,0.333333,0.0,0.5,1.0,0.333333,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,3,6,0.5,0.666667,0.0,0.0,0.0,0.5,0.166667,0.0,0.0,0.5,0.166667,0.5,0.833333,0.0,0.0,0.166667,0.0,0.61
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,4,6,0.5,0.666667,0.0,0.0,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.166667,0.833333,0.0,0.0,0.333333,0.0,0.6775
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,5,6,0.666667,1.0,0.166667,0.0,0.0,0.5,0.0,0.0,0.166667,0.5,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.82
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,6,6,0.833333,0.666667,0.166667,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.666667,0.333333,0.166667,1.0,0.166667,0.0,0.0,0.0,0.933333
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,7,6,0.833333,1.0,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.666667,0.333333,0.166667,0.5,0.666667,0.166667,0.0,0.333333,0.0,0.949167
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,8,6,0.833333,0.833333,0.166667,0.0,0.0,0.5,0.166667,0.0,0.5,0.5,0.166667,0.5,0.333333,0.0,0.0,0.166667,0.0,0.893333
0.78,oracle_exception_selector,tool_use_sequence,mixed_exception_stress,9,6,0.666667,0.666667,0.333333,0.166667,0.0,0.666667,0.0,0.0,0.333333,0.5,0.333333,0.333333,0.333333,0.0,0.166667,0.0,0.0,0.736667
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,0,6,0.666667,0.5,0.5,0.0,0.0,0.833333,0.166667,0.0,0.0,0.333333,0.0,0.5,0.833333,0.0,0.0,0.166667,0.0,0.7825
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,1,6,0.833333,0.833333,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.5,0.666667,0.166667,0.5,0.0,0.0,0.0,0.0,0.991667
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,2,6,0.5,1.0,0.333333,0.0,0.0,0.666667,0.0,0.0,0.333333,0.333333,0.0,0.166667,0.833333,0.0,0.0,0.0,0.0,0.680833
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,3,6,0.833333,0.666667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.166667,0.166667,0.166667,0.333333,0.833333,0.0,0.0,0.0,0.0,0.975833
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,4,6,0.833333,0.666667,0.166667,0.0,0.0,0.833333,0.0,0.0,0.166667,0.666667,0.0,0.0,0.833333,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,5,6,0.833333,0.333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.833333,0.0,0.0,0.0,0.0,0.939167
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,6,6,0.666667,0.833333,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.5,0.166667,0.5,0.833333,0.0,0.0,0.0,0.0,0.813333
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,7,6,0.666667,0.5,0.0,0.0,0.0,1.0,0.166667,0.0,0.166667,0.333333,0.333333,0.0,0.833333,0.0,0.0,0.0,0.0,0.824167
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,8,6,0.666667,0.666667,0.333333,0.166667,0.0,0.666667,0.0,0.0,0.333333,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.761667
0.78,oracle_exception_selector,shelf_retrieval,rare_contact_tail,9,6,0.333333,0.5,0.666667,0.0,0.0,0.666667,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.5,0.0,0.0,0.0,0.0,0.439167
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,0,6,1.0,0.833333,0.0,0.0,0.0,0.5,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.833333,0.0,0.0,0.333333,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,1,6,1.0,0.833333,0.0,0.166667,0.0,0.5,0.0,0.0,0.166667,0.166667,0.166667,0.5,0.833333,0.0,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,2,6,0.833333,0.666667,0.333333,0.0,0.0,1.0,0.0,0.0,0.0,0.166667,0.333333,0.166667,0.833333,0.166667,0.0,0.166667,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,3,6,0.5,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.0,0.333333,0.833333,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.6375
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,4,6,1.0,1.0,0.166667,0.0,0.0,0.666667,0.0,0.0,0.166667,0.333333,0.166667,0.166667,1.0,0.0,0.0,0.166667,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,5,6,0.666667,0.666667,0.166667,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.666667,0.0,0.0,0.0,0.0,0.798333
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,6,6,0.833333,1.0,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.833333,0.0,0.166667,0.5,0.0,0.166667,0.0,0.0,0.894167
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,7,6,0.666667,0.833333,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.823333
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,8,6,1.0,0.666667,0.333333,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.166667,0.5,0.333333,0.166667,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,occluded_precondition,9,6,0.833333,0.5,0.0,0.0,0.0,0.666667,0.166667,0.0,0.0,0.666667,0.166667,0.333333,0.833333,0.0,0.0,0.0,0.0,0.950833
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,0,6,0.833333,0.5,0.333333,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.333333,0.0,0.833333,1.0,0.0,0.0,0.0,0.0,0.913333
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,1,6,0.833333,0.833333,0.333333,0.0,0.0,0.833333,0.0,0.0,0.0,0.333333,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,2,6,0.666667,0.666667,0.166667,0.0,0.0,0.666667,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.166667,0.0,0.818333
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,3,6,0.833333,0.833333,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.166667,0.5,0.333333,0.833333,0.0,0.0,0.0,0.0,0.975833
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,4,6,0.833333,0.833333,0.333333,0.0,0.0,1.0,0.0,0.0,0.333333,0.333333,0.166667,0.5,0.666667,0.166667,0.0,0.0,0.0,0.980833
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,5,6,0.833333,0.666667,0.166667,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.0,0.666667,0.666667,0.0,0.0,0.166667,0.0,0.925
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,6,6,1.0,0.333333,0.166667,0.0,0.0,0.833333,0.166667,0.0,0.0,0.666667,0.166667,0.5,0.666667,0.333333,0.0,0.0,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,7,6,1.0,0.666667,0.166667,0.0,0.0,0.5,0.0,0.0,0.333333,0.666667,0.166667,0.166667,0.666667,0.333333,0.166667,0.0,0.0,1.0
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,8,6,0.833333,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.166667,0.0,0.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.991667
0.78,oracle_exception_selector,shelf_retrieval,embodiment_mismatch,9,6,0.666667,0.666667,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.166667,0.333333,0.833333,0.0,0.0,0.0,0.0,0.750833
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,0,6,0.666667,0.833333,0.166667,0.0,0.0,0.666667,0.0,0.0,0.333333,0.666667,0.166667,0.666667,0.833333,0.0,0.0,0.0,0.0,0.79
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,1,6,0.666667,0.833333,0.166667,0.0,0.0,0.833333,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,1.0,0.0,0.0,0.0,0.0,0.833333
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,2,6,0.5,0.833333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.833333,0.0,0.0,0.0,0.0,0.635833
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,3,6,0.666667,0.833333,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.166667,0.666667,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.783333
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,4,6,0.5,0.833333,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.0,0.5,0.0,0.5,0.833333,0.0,0.0,0.0,0.0,0.650833
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,5,6,0.833333,0.833333,0.166667,0.0,0.0,0.333333,0.0,0.0,0.166667,0.333333,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.9575
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,6,6,0.833333,0.5,0.0,0.0,0.0,0.833333,0.166667,0.0,0.333333,0.5,0.5,0.166667,0.833333,0.0,0.0,0.0,0.0,0.955833
0.78,oracle_exception_selector,shelf_retrieval,long_horizon_compounding,7,6,0.666667,0.333333,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.0,0.5,0.0,0.333333,0.5,0.0,0.0,0.0,0.0,0.705
